Ticker,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BDX,BKNG,BLK,BMY,BRK-B,C,CAT,CB,CI,CMCSA,CME,COP,COST,CRM,CSCO,CSX,CVS,CVX,DE,DHR,DIS,DUK,EOG,ETN,GE,GILD,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,ITW,JNJ,JPM,KO,LIN,LLY,LOW,MA,MCD,MDLZ,META,MMC,MO,MRK,MS,MSFT,NEE,NFLX,NOW,NVDA,ORCL,PEP,PFE,PG,PGR,PLD,PM,QCOM,RTX,SBUX,SO,SPGI,SYK,T,TJX,TMO,TMUS,TSLA,TXN,UNH,UPS,V,VRTX,VZ,WFC,WMT,XOM,ZTS,^OEX
AAPL,0.00031455466629049466,3.102917570231599e-05,0.00011807925318686144,0.00020334053618153815,0.0002636768393314703,0.00021885398253043524,0.00015418002675128212,0.0002932442339652653,0.00034734945065570893,4.449671985186556e-05,0.00012409783300278745,0.000282813225023006,0.00010372899747786111,0.00023669101739012924,0.00018374471889610886,0.00018535273147252736,0.00013308225101545283,8.538230861449445e-05,0.0001758535180615686,0.00020804562472792542,4.707134306283529e-05,0.00012341986934195145,0.0001411470969257921,0.00012973450874119644,7.941805485234336e-05,6.983233594608678e-05,0.0001311619189772563,6.24753245616851e-05,9.59295136948512e-05,0.00015657737836254765,0.0002483079378549011,0.00014444978633881126,0.00013427686950071789,8.845726448854432e-05,9.192184394719327e-05,0.00010863936152549303,0.00015768752008286645,0.00018687423224310836,6.354108361070033e-05,0.0001038389254425175,0.00014309177571094231,0.0001481132438206989,8.533533500837232e-05,0.00026358373300522354,0.00026407228360924694,0.00013269221322132944,0.00015350595191522987,0.00011619504330582343,8.878346214023147e-05,0.00023905119553728255,0.00028551156282196873,0.00022495267644745255,0.00014687727834781388,5.0363323074477305e-05,0.00012228102975042892,7.85682504959704e-05,0.0001263356319706533,7.77271797014543e-05,0.00016571636641095444,0.00017931958062246422,8.049326042640615e-05,8.72774903832358e-05,0.00031976543517384337,0.00013524814489067653,5.914374287754731e-05,3.979086510152349e-05,0.00015881107529073347,0.00023850661144171557,0.00012314233625207343,0.00028039898408762157,0.0002704823406613724,0.0003813655839655315,0.0001635738410242262,7.957345945666892e-05,6.888457454813394e-05,7.676556771826986e-05,7.25470982093933e-05,0.00016897735783010496,6.872092917710121e-05,0.00027392870776278875,9.003795460380599e-05,0.00016323248176952087,7.598992577075049e-05,0.0001689275478605961,0.00014171705758543528,7.258155552700766e-05,0.00011381246143619358,0.00015254788241264355,0.00010768456978051966,0.00035964279936096097,0.00019992351403363246,7.700282986304031e-05,0.00015217116626862242,0.00015800026246224732,0.00012000045989793132,6.341291648068714e-05,0.00013282458534258262,7.250193981089763e-05,8.434414227401969e-05,0.00017312775014336442,0.00018586666709631726
ABBV,3.102917570231599e-05,0.00017422100329440442,6.718111376600552e-05,5.213035583978516e-05,3.548598070169564e-05,4.9365844368065056e-05,5.61666466757702e-05,5.562281064138083e-05,1.310405102430698e-05,7.456672504769363e-05,5.3439235038417034e-05,2.8828918677758302e-05,3.9305321798912425e-05,4.720495425768168e-05,4.283691028174808e-05,4.234460896307485e-05,5.3495640397392974e-05,6.603245943824127e-05,3.532708518392414e-05,5.1353695344626165e-05,6.31174031530604e-05,5.1842456725468754e-05,5.856233693575708e-05,5.3181691166984246e-05,6.456703283051826e-05,7.297357324269419e-05,5.4788135933116466e-05,4.410374953077646e-05,5.357661906541046e-05,5.18811447962354e-05,4.625180455790437e-05,4.26294114339557e-05,4.465536731519454e-05,7.575460119052256e-05,4.194016834896636e-05,4.404065170169252e-05,6.282698128111679e-05,3.390008072841669e-05,5.5864591959385826e-05,5.275075937774295e-05,4.025381443734245e-05,4.5459340737725923e-05,6.935694052453959e-05,2.984956598496909e-05,3.071073022877628e-05,4.598865527483396e-05,4.9294846172975316e-05,2.7781033307497247e-05,4.872113978613109e-05,3.8312629375487214e-05,5.338130237909633e-05,7.046899893576927e-05,4.0625899704096914e-05,6.121986642914722e-05,6.14183792021852e-05,4.974491961058072e-05,4.518029497312422e-05,8.03292824301928e-05,4.490929432731776e-05,4.19420749033539e-05,4.175126164141547e-05,4.9159379563259046e-05,1.816049085736899e-05,5.6159746932739694e-05,3.949884444565976e-05,6.990854061235266e-05,4.407464883643467e-05,2.8538873798854565e-05,5.463445203662559e-05,3.2285315741742166e-05,3.2714547629829585e-05,2.9341614686651343e-05,3.211595342379924e-05,5.1477557631979324e-05,7.590445592877412e-05,5.824570472814018e-05,5.553323832953321e-05,6.0690704622633885e-05,5.5172183505926945e-05,3.5275435156113905e-05,5.2101963186329876e-05,4.4600603415295845e-05,5.5609680370543835e-05,3.384005403937468e-05,6.86396587728403e-05,4.003884187629734e-05,3.7546778124301886e-05,5.443616772559708e-05,4.347319109644519e-05,1.6029078166630786e-05,4.237373117601661e-05,6.629693335379715e-05,4.947689589363961e-05,4.614698662085893e-05,5.822939174261179e-05,3.624897856756637e-05,5.861950700803981e-05,4.518395931160621e-05,4.594665630071597e-05,6.431419092168254e-05,4.3810133929718473e-05
ABT,0.00011807925318686144,6.718111376600552e-05,0.0002023990088531858,0.00012077385454497718,0.00013602172743349222,0.000125835442357048,0.00011263016059928974,0.00014444440336269576,0.00015154404300312497,5.714932373618234e-05,0.00012167942883099285,0.00014443189326431295,0.00010023258311864774,0.00011559570274187148,0.00011503635850281671,0.0001211131806639598,0.00011508246642202705,0.00011348719384519661,0.00010829310988972041,0.00014230916239274278,5.4755447695434625e-05,8.801330236864098e-05,0.00011953528472529868,7.872628995310725e-05,7.404739183917563e-05,6.551731588763208e-05,0.00010437013283202043,6.262931684040363e-05,5.1888584749530733e-05,9.41402895713006e-05,0.00013557700151535027,8.033188966782657e-05,0.0001056397547168213,6.861112223570649e-05,5.1344495435934054e-05,7.604956102264593e-05,0.00015401703322372366,0.00010908113279219551,7.542796893682831e-05,5.5047128402988624e-05,9.959477115308099e-05,0.00010334255140154817,8.578754503452534e-05,0.00012927099048123687,0.00012993271236149553,0.00010906357362223728,0.00012006976173800696,9.135509585312074e-05,7.351146589298263e-05,0.000137221068385126,0.00016281058880316472,0.000188741386810454,0.00010176058803502005,6.713534572971321e-05,0.00010436645784648968,7.146033181802443e-05,0.00010274818639822806,5.209947789251557e-05,0.00012680411652836327,0.0001154626683606701,6.912884191149962e-05,7.761367626292194e-05,0.00015015493779732038,0.00010117047595783788,5.2398148775681786e-05,5.7736201923588226e-05,0.00011756390193126334,0.00011675089517554464,0.00010540678789522705,9.771581846058336e-05,0.00014367909029002507,0.00015972905026384541,8.41012688774191e-05,7.056675548843433e-05,7.406592258894727e-05,7.772733746758579e-05,6.597841573808045e-05,0.00014577952779704269,7.311773515982975e-05,0.00013813170276495254,6.869291964334119e-05,0.00011768673999109376,7.553815734786265e-05,0.0001243230420309557,0.00015856244369977538,6.689308224750504e-05,9.061565613355124e-05,0.0001457178874526392,7.52152569835069e-05,0.00013372732140193278,0.00010748679808981157,5.642458480102175e-05,0.0001053053962321857,0.00010404361919106597,9.240816526971594e-05,6.507000937278044e-05,0.00011507705997677692,4.581531916652722e-05,5.0892512609502067e-05,0.00013465558494799522,0.00010372177545329178
ACN,0.00020334053618153815,5.213035583978516e-05,0.00012077385454497718,0.00028856760895272076,0.00026103696656517824,0.00020914880164565352,0.00015890519352156985,0.0002891154393004905,0.00033061786387051734,5.40881336471637e-05,0.00014756636255462927,0.0002632246764352252,0.00012189184876300797,0.00023656024898059571,0.00018743301871923873,0.0001763938585599691,0.0001459404407449986,9.480436028741577e-05,0.00017166824911523193,0.0002143530260355974,4.0641653643022445e-05,0.0001221069590524749,0.00015521107206107587,0.00014864608240049338,8.39509128709585e-05,6.312365467214909e-05,0.0001257791051055266,6.836024920664939e-05,8.578386452753146e-05,0.0001534887183459594,0.00024009550367055707,0.00013884176884230583,0.00013636963469249052,7.866487889038898e-05,8.418491490833818e-05,0.00011623748395283571,0.0001800998283392344,0.00017838566095295993,6.464000837418068e-05,9.517992102862032e-05,0.000171414670291397,0.00016355021428113607,6.886499558897485e-05,0.00022399762467643884,0.00022525711392719106,0.00015275413669139348,0.00017224284945246442,0.00012601353104722205,0.00011536913889203272,0.00021741511942133682,0.0002852085838082292,0.00022613296978586932,0.00015781630548378784,4.7008196788067e-05,0.00012676776259630987,7.616881777548228e-05,0.0001443208477806798,7.273931573799992e-05,0.00017982657520496342,0.00016975860531850772,7.999897528756675e-05,8.668373807523672e-05,0.00028694014540795435,0.0001358757526866566,5.127496347435558e-05,3.1904188155535624e-05,0.00017157616596761286,0.00022040548053407864,0.00012319612704050556,0.0002613333411839356,0.00028230588804498103,0.000361047041452879,0.00017397168529076668,6.86115587486518e-05,8.025596766276534e-05,7.810915981390435e-05,8.869102888027475e-05,0.00018809927869302116,6.768605177570384e-05,0.0002452561489685157,8.994812071651572e-05,0.00015321343067460953,7.238223254345624e-05,0.00017228863475271438,0.00015914001158078247,6.884168470364114e-05,0.00011562955139651525,0.0001711415246065529,8.758913214033665e-05,0.00027587143508695904,0.00018913257825414826,6.231062119796329e-05,0.00015430974254089966,0.00014928930608891567,9.350484951217394e-05,5.503061951849666e-05,0.0001453985023119489,7.008511342387404e-05,7.661392340260818e-05,0.0001675186722200207,0.00016825188724322243
ADBE,0.0002636768393314703,3.548598070169564e-05,0.00013602172743349222,0.00026103696656517824,0.0005686145510672832,0.000271726089057109,0.00017246449368897354,0.0003799522401846316,0.0004924578174319654,6.695068971114662e-05,0.00015910019844858007,0.00037417092223149186,0.00013671807296832125,0.000328331272895923,0.0002118508146952424,0.0002054878986665422,0.00014417263105275294,9.52294823598961e-05,0.0002203603235360663,0.0002632463299136752,2.0190968795763242e-05,0.0001295895232818336,0.00017276463485992193,0.00013954188370878445,7.901886967277776e-05,7.075535519023907e-05,0.00015979078247534582,7.65640752011712e-05,9.2054748359005e-05,0.00018813960450153963,0.00036439021347594945,0.000173122965412434,0.0001496162213253705,6.77917949223298e-05,9.123564795080616e-05,0.00010891929009058178,0.00019264757879000486,0.00022236355769751683,5.2375718090262836e-05,0.00010573542482352685,0.00018951353795399004,0.00018417213273186876,9.186935649543481e-05,0.00031810171425946006,0.0003176052845151334,0.000157861888812227,0.0001964012519487037,0.0001433836403293366,0.00011274523737885756,0.0002828584884193207,0.00039110871447546814,0.0002899479161378019,0.0001687638138172689,3.713928264921292e-05,0.00013471581261431851,7.534353912502988e-05,0.0001546169596756265,7.196581552062054e-05,0.0002019330823385888,0.00021436834699300092,8.58474124175137e-05,9.194769491316043e-05,0.00041053588303326946,0.00015342293292973245,3.92011932546043e-05,2.3651883859296947e-05,0.00017553753982595818,0.00030424343167626417,0.00012669491032595652,0.0003574332465442812,0.0004379710080093436,0.0005178254618501122,0.0002363453565024445,7.720523600328243e-05,8.174022454145708e-05,8.027668919120006e-05,8.181472869275199e-05,0.00018860338528355763,6.64961690243951e-05,0.000337133452064306,9.949978413587548e-05,0.0002009931107648537,7.168926014200138e-05,0.00021911455284349954,0.00019082590548262363,5.5398653344544224e-05,0.00014703040126558205,0.00019473263953997808,0.00010812018407354939,0.0003651433488447543,0.00024036627680180904,5.631279110832568e-05,0.00017331801067242637,0.00019627438285280222,0.00011016760211058962,4.02455973324076e-05,0.0001392190343903805,7.532802558561408e-05,7.604535508493384e-05,0.00019211595646206488,0.00021562236401723379
ADI,0.00021885398253043524,4.9365844368065056e-05,0.000125835442357048,0.00020914880164565352,0.000271726089057109,0.0003612196429248587,0.00015179575909270073,0.00038455617534277815,0.00041342524227806,4.407925854744202e-05,0.00014186655807082145,0.00026929390640183226,0.0001416870512410518,0.00029105942050976203,0.00019513260681995633,0.00020278175253910866,0.00016430249559153267,8.249689287838633e-05,0.0002048884148992213,0.00022974063103439824,3.152168386963338e-05,0.00011808290019011087,0.00018596954589968296,0.00017600826719209797,6.59440081907252e-05,6.782819908718229e-05,0.00014237666153158054,5.222630908589244e-05,0.00011053564342149222,0.00014841921797368256,0.00024615964016773157,0.00014578570620071583,0.00014318343724044523,7.91229663281067e-05,0.0001026651223572645,0.00013734978680689363,0.00017783017454093712,0.00018602550180534745,5.429348165553184e-05,0.00011790384730407232,0.0001669350609121022,0.00017213494488432758,7.387797393269042e-05,0.00023373670759416998,0.0002342743659180039,0.00016472445828668637,0.00017275354632701655,0.00013272454537540776,9.503273729884616e-05,0.0003011805000434598,0.0003031067508757656,0.00023669080912472,0.000164476024757062,3.1324670730767836e-05,0.00013981889281826677,6.108602294525087e-05,0.00014887506115287785,3.29301357690572e-05,0.00017772640266611257,0.0001684791008502139,6.740140056129254e-05,8.0367193902209e-05,0.00029405670510611223,0.00011070605086064995,4.534796474655944e-05,1.854167563169935e-05,0.00019356177720824532,0.00020680422742025634,0.00011360202867241128,0.0002675724354780181,0.0002860964755306198,0.00041623313461859027,0.00014828737899708042,5.998876355511688e-05,8.030645760303921e-05,6.29303176712461e-05,5.543437069064656e-05,0.0001782992047211148,7.394328610453956e-05,0.00033519153547088875,8.860173363872236e-05,0.0001925579851988776,6.789826748623338e-05,0.00016742018769992997,0.0001622162059889151,6.662738913146418e-05,0.0001112616361878037,0.00017198461717802147,9.057517617182728e-05,0.0003347737132533411,0.00027556807670298545,5.502480730423131e-05,0.00016159768245056625,0.00014290474882896125,8.009874827963247e-05,4.720185520005803e-05,0.00015857685677871005,5.865365620017825e-05,9.46881350120925e-05,0.00016618257265798282,0.00017393677330539492
ADP,0.00015418002675128212,5.61666466757702e-05,0.00011263016059928974,0.00015890519352156985,0.00017246449368897354,0.00015179575909270073,0.00021705147548871045,0.0001885973639298373,0.00019970243671493324,6.718959730253115e-05,0.0001210516469330303,0.00017734189699091906,0.00011272686746425753,0.00015323089207813437,0.00013390357121641496,0.00014963092271776525,0.0001174799182926345,8.609827060136524e-05,0.00013126159977143136,0.00015876005604811418,4.93123094823086e-05,0.00010294700855427102,0.00011807462743394854,0.00011354974673340022,8.187587440937832e-05,8.756038241289333e-05,0.0001042455758207769,6.794563572891619e-05,8.514834941920213e-05,0.00012106806996417554,0.00016397662426078505,0.00011485122190615423,0.00011136606866583923,9.322670472888094e-05,7.518540059636777e-05,0.00010212914689662438,0.00015120388969773268,0.00013682579314660382,7.283459841277681e-05,9.410669232405621e-05,0.0001227694762901225,0.00011460549080214136,7.411757210853911e-05,0.00017476598572505996,0.000175266854652518,0.0001181563817126207,0.00013147951790472653,0.00011147192469296802,7.797986720222597e-05,0.00016565375684717552,0.0002133664986725211,0.00016430559540713997,0.00011903965232693399,5.338270451423659e-05,0.00010358820959722587,7.028054765441146e-05,0.00011103166169141438,7.309336581234663e-05,0.00012871391203232377,0.0001335637466639642,7.006852720799493e-05,7.622681151279418e-05,0.00018281345180997698,0.00012175392069762179,5.212817721204235e-05,4.9583317946263274e-05,0.00012152800254184944,0.00014626785038532672,0.0001117717538276787,0.00015174532428220103,0.0001872476508378803,0.00021604116102714137,0.00010548182572366535,7.280896673030956e-05,7.612958248303423e-05,7.272658623122046e-05,8.062730298206758e-05,0.00015909345837225117,6.79024677299805e-05,0.0001680848761795131,9.064207627832516e-05,0.0001329206858820612,7.69771628308556e-05,0.00013605979627803408,0.00012457003701339808,5.3448482525073304e-05,9.56217757439361e-05,0.00013592461785677054,9.654539228874331e-05,0.00018450142337161123,0.00014443874235533363,8.240218027792993e-05,0.00011633549132460835,0.00011061414870301915,9.08884545933853e-05,5.6594208679635e-05,0.00011815082518826567,6.560760164138394e-05,7.628164911752091e-05,0.0001378871331572057,0.00012487427842059685
AMAT,0.0002932442339652653,5.562281064138083e-05,0.00014444440336269576,0.0002891154393004905,0.0003799522401846316,0.00038455617534277815,0.0001885973639298373,0.000695733958235158,0.0006721177393126315,5.367345861396615e-05,0.00015282566446907608,0.0003839204658189838,0.0001659222327065376,0.0004328818150824694,0.0002390397834965533,0.0002819381460510607,0.00020101014137499502,8.964676611075599e-05,0.00027635915082989756,0.00030701570400467866,2.4197707980607884e-05,0.00015843840807083578,0.00022785023387975032,0.00022492407930866032,8.664017879036599e-05,8.498913216497735e-05,0.00018300872649364554,7.494097859465183e-05,0.0001474638289065795,0.0002216559778953921,0.0003432889692763907,0.00018548214050904155,0.00019327919300492425,7.621772521462498e-05,0.00012712173089041883,0.00017380162695130338,0.00021232974541518203,0.0002630525615419866,3.370712123222552e-05,0.0001573228477120596,0.00024075084506644653,0.00024309910014557853,7.217555615932367e-05,0.00031762437324735817,0.00031766838579618125,0.00020481963487047552,0.000224733748734859,0.00016076624038133293,0.00014580026722922399,0.00040161098866107385,0.0003970284323922039,0.0003124935992614689,0.00021380321390062092,2.99424797539811e-05,0.00017677079368631654,6.794328279833746e-05,0.00019602980958112316,8.303941259684784e-05,0.00023731491024684684,0.00023924454970655857,7.79405968279574e-05,8.501696933169916e-05,0.00043041695604407695,0.000157394670648932,6.593867288271338e-05,1.2473498728532987e-05,0.0002462405323448947,0.0002980878939387748,0.00011147110689304337,0.000377949601023281,0.0004023396264000231,0.000690551577163302,0.0002215275825485291,5.7937825846777876e-05,7.8785820124263e-05,7.349565091803222e-05,8.215099643367928e-05,0.00021361290091892926,7.533610505908547e-05,0.0004601414630967235,0.00011493110398267389,0.00023140394056478579,5.5728491325479344e-05,0.000213894752483738,0.0002142782901464754,5.069938641491096e-05,0.00016695438668427168,0.00021309609251922182,0.00011389608665578744,0.00045949814658200437,0.00034725129980986907,6.105848519913457e-05,0.00021272317004955452,0.0002033523006260851,9.773758569953423e-05,2.7447088610706046e-05,0.00020275087890627517,7.53411108819307e-05,0.00011253123919294629,0.00020413008557135253,0.0002406393744237717
AMD,0.00034734945065570893,1.310405102430698e-05,0.00015154404300312497,0.00033061786387051734,0.0004924578174319654,0.00041342524227806,0.00019970243671493324,0.0006721177393126315,0.0011315964977526734,3.727887610104734e-05,0.0001796765949465218,0.0005236556686718138,0.0001858875336828042,0.0004873405789887199,0.00029252404346180827,0.00030976413065784747,0.00021856020892707187,7.98844138680735e-05,0.0003498870270872054,0.0003473312327816157,1.4021187616228184e-05,0.0001698843028995081,0.0002519304221796467,0.0002173447653372324,7.243149501250524e-05,8.128420853878817e-05,0.00019671423150715818,0.00010690158452201503,0.00014216954805553725,0.0002503353357186801,0.00043726585351909253,0.00020849620689193408,0.00020833639383868252,7.588640409075269e-05,0.00011919355910300801,0.00017944572074440432,0.00023771595153522686,0.00029386663567976094,3.767352737468931e-05,0.00014965415744287147,0.0002704742488124843,0.00027222968011206863,7.029269156375579e-05,0.00043062167682168806,0.0004313321082055702,0.00023341293121975295,0.0002420956915897553,0.0001770617649260815,0.0001443568432539565,0.0004735120359148252,0.00048718010704416805,0.0003805404850469669,0.00022112140811373713,2.4128537567617414e-05,0.00019396528839437066,6.73855530988427e-05,0.000210477066661463,6.52545205556922e-05,0.00025262713241096425,0.0002819578270580101,8.75056825208686e-05,0.00010252991619593435,0.000578743705412071,0.00017554787310307995,5.9526155662218195e-05,-5.014135392593975e-06,0.000274788795427821,0.0004001431078892692,0.0001381529048892892,0.00051469163707272,0.0005249098560211124,0.0009362301126768894,0.00027933979325973636,5.9407759656182775e-05,6.9603779140559e-05,6.365792271682857e-05,8.989823749531745e-05,0.00024157100691890208,6.772518527317865e-05,0.0005014376266752794,0.00011739118865739763,0.0002734986812386082,6.208418788634896e-05,0.0002716530749564672,0.00026530528110266634,5.9538402049440627e-05,0.00018240192076217937,0.0002499031719299249,0.00014106021881079471,0.0005713395101040597,0.0003696936039348286,4.898951136127572e-05,0.00023999779518242881,0.00024423302382959954,0.00010186900599433114,3.3820718876892955e-05,0.00022039077556270287,7.037595614711316e-05,9.673259639802884e-05,0.00019488534560283552,0.0002958597520141654
AMGN,4.449671985186556e-05,7.456672504769363e-05,5.714932373618234e-05,5.40881336471637e-05,6.695068971114662e-05,4.407925854744202e-05,6.718959730253115e-05,5.367345861396615e-05,3.727887610104734e-05,0.00017598363071333182,7.038968622122997e-05,5.312325193645e-05,5.201930287375825e-05,5.4025957339535986e-05,5.0408139556822013e-05,2.869739264179802e-05,5.130751483348482e-05,6.47774247041682e-05,4.5065899553815866e-05,6.580967597813934e-05,6.300559657578207e-05,5.151423482194055e-05,5.28485749414194e-05,6.013525740821747e-05,5.063040003888687e-05,6.290192133954489e-05,8.45245359092632e-05,3.4833807739903985e-05,3.163961281306761e-05,5.7241896611702536e-05,3.9624657001494155e-05,5.1790472042304886e-05,4.545728844564873e-05,5.64031008151683e-05,3.124938420932627e-05,5.129125361903701e-05,5.2566456761163836e-05,4.654068026421034e-05,5.7000191922419854e-05,2.6772847292831363e-05,4.2391459142898365e-05,4.93411262223417e-05,0.00010101136371901423,5.548931906787703e-05,5.610843813129278e-05,5.031596452295927e-05,5.9261738389143456e-05,5.2028997250602596e-05,5.22875679813645e-05,6.696395331595729e-05,6.498874987406144e-05,5.789525851112672e-05,4.566641856060736e-05,6.26625579344335e-05,4.6886272448489474e-05,4.890157304042907e-05,3.467134230553245e-05,8.546026222468901e-05,5.538810690355489e-05,4.5619034462632995e-05,4.8077103393513e-05,5.44909037308684e-05,4.14988592897242e-05,5.008331422398764e-05,5.0906681008098116e-05,6.0624683326309966e-05,4.8238465268422423e-05,4.335086522526421e-05,6.21664472498384e-05,5.048622787667686e-05,3.316445253653546e-05,3.596297653004578e-05,4.560262258810886e-05,5.3994447917387126e-05,6.73859042541704e-05,4.951695320470307e-05,4.016444505060654e-05,7.379018279164816e-05,5.7723742278570365e-05,4.0871558560319866e-05,5.246754019385309e-05,5.71801829192332e-05,5.1225874388909346e-05,5.683991506011771e-05,4.727680814797319e-05,5.5712118479596364e-05,4.394335800373364e-05,4.394702595033637e-05,6.018334545103126e-05,3.831040444462676e-05,5.435572863130648e-05,5.005123292380185e-05,4.402409900330915e-05,4.4325564507436164e-05,8.859105893092146e-05,4.87633576395797e-05,4.8060381915202755e-05,4.3601305595037636e-05,2.6248231936981448e-05,6.323648755093513e-05,5.035625290491904e-05
